"name","height","position","legendaryBadgeCount","purpleBadgeCount","goldBadgeCount","silverBadgeCount","bronzeBadgeCount","outsideScoringBadgeCount","insideScoringBadgeCount","generalOffenseBadgeCount","playmakingBadgeCount","defensiveBadgeCount","reboundingBadgeCount","allAroundBadgeCount","badgeCount","team","overallAttribute","closeShot","midRangeShot","threePointShot","freeThrow","shotIQ","offensiveConsistency","layup","standingDunk","drivingDunk","postHook","postFade","postControl","drawFoul","hands","interiorDefense","perimeterDefense","steal","block","helpDefenseIQ","passPerception","defensiveConsistency","speed","agility","strength","vertical","stamina","hustle","overallDurability","passAccuracy","ballHandle","speedWithBall","passIQ","passVision","offensiveRebound","defensiveRebound"
"Luke Travers","6'7"" (201cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Cleveland Cavaliers",69,70,72,74,68,60,50,70,30,65,35,34,30,54,90,52,62,36,56,52,45,50,68,66,48,75,80,84,80,64,71,65,63,31,37,33
"Chris Livingston","6'6"" (198cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Cleveland Cavaliers",69,76,68,70,72,60,35,76,50,80,39,44,40,37,79,52,64,47,48,52,62,40,80,80,54,83,85,65,80,65,69,68,52,34,52,51
"Yuki  Kawamura","5'8"" (173cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicago Bulls",68,69,72,75,86,60,50,66,25,25,25,25,25,44,80,25,61,55,26,45,35,30,85,84,60,80,75,45,80,78,79,85,78,73,30,46
"Emanuel Miller","6'7"" (201cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicago Bulls",68,67,70,74,75,50,35,70,45,80,45,55,57,40,80,55,58,50,47,50,47,40,82,79,60,84,85,80,80,56,60,67,57,44,49,60
"Lachlan Olbrich","6'10"" (208cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicago Bulls",68,70,66,61,58,50,50,67,60,65,65,65,69,60,80,60,37,47,50,66,50,50,50,48,68,49,85,90,80,68,60,48,69,48,62,65
"Anthony Davis","6'10"" (208cm)","C",0,0,10,9,3,1,2,1,0,4,2,1,22,"Dallas Mavericks",92,97,73,71,73,80,85,82,90,85,85,89,85,87,85,90,80,53,82,90,88,90,79,78,92,86,87,85,78,60,75,67,72,60,76,86
"Kyrie Irving","6'2"" (188cm)","PG",0,2,13,1,2,5,9,1,0,0,0,0,18,"Dallas Mavericks",90,91,98,86,92,80,95,97,25,30,35,70,54,75,96,32,67,53,51,67,75,55,85,85,37,81,89,87,80,80,99,85,80,70,43,51
"Cooper Flagg","6'9"" (206cm)","SF",0,0,0,4,7,0,0,0,0,5,0,1,11,"Dallas Mavericks",85,91,73,76,81,85,85,87,65,80,60,60,60,79,90,81,83,49,58,82,75,80,83,85,65,77,90,90,80,70,76,75,70,67,42,65
"P.J. Washington","6'6"" (198cm)","PF",0,0,4,7,2,1,0,1,0,5,1,1,13,"Dallas Mavericks",80,88,79,74,69,60,60,75,65,80,68,63,63,44,95,83,85,46,77,84,85,80,75,84,68,69,85,85,79,55,70,63,60,36,49,75
"Naji Marshall","6'6"" (198cm)","PF",0,0,1,2,2,0,1,0,0,1,0,0,5,"Dallas Mavericks",79,98,71,73,80,85,80,82,45,70,57,58,58,69,80,52,60,46,30,62,64,40,62,65,67,75,85,70,80,67,74,62,71,50,40,60
"Dereck Lively II","7'1"" (216cm)","C",0,0,4,4,4,0,0,1,0,2,2,1,12,"Dallas Mavericks",79,97,60,52,64,80,50,82,85,83,59,54,59,40,90,83,57,38,90,80,54,80,50,57,70,67,80,95,80,69,52,40,68,61,78,80
"Klay Thompson","6'5"" (196cm)","SG",0,0,3,1,6,4,0,1,0,5,0,0,10,"Dallas Mavericks",78,85,72,86,68,85,80,67,35,65,35,65,64,30,85,60,75,36,51,70,48,70,71,75,62,67,91,80,94,57,67,71,57,36,32,51
"Brandon Williams","6'1"" (185cm)","PG",0,0,0,0,4,2,0,0,0,0,0,0,4,"Dallas Mavericks",78,78,95,70,81,80,75,84,25,50,27,46,50,66,90,33,62,76,45,57,52,45,79,79,62,68,89,70,81,80,82,77,80,73,37,50
"Max Christie","6'5"" (196cm)","SG",0,0,0,0,8,2,0,0,0,4,0,0,8,"Dallas Mavericks",78,75,92,90,85,75,65,74,35,80,39,42,42,41,90,44,80,35,51,77,75,75,87,87,55,82,98,85,80,68,70,78,66,40,29,53
"Daniel Gafford","6'10"" (208cm)","C",0,0,5,3,3,0,0,0,0,3,2,1,11,"Dallas Mavericks",78,87,65,29,78,70,40,75,85,75,69,67,67,40,70,84,57,59,87,83,50,80,75,70,73,80,75,89,80,37,35,44,37,32,68,79
"D’Angelo Russell","6'3"" (191cm)","PG",0,0,1,4,8,3,7,0,0,0,0,0,13,"Dallas Mavericks",77,94,92,76,72,60,55,85,25,45,35,55,60,67,81,40,57,40,37,54,40,45,81,65,54,71,93,65,83,85,90,81,85,82,35,53
"Ryan Nembhard","6'0"" (183cm)","PG",0,0,1,2,5,2,5,0,0,0,0,0,8,"Dallas Mavericks",77,91,94,83,77,75,65,79,25,30,35,30,30,35,85,31,66,32,25,57,75,45,80,79,37,68,85,85,80,89,86,80,89,80,31,43
"Dante Exum","6'5"" (196cm)","SG",0,0,0,3,7,1,4,0,0,2,0,0,10,"Dallas Mavericks",75,83,73,84,74,70,50,75,25,60,28,55,40,52,85,27,78,63,51,78,78,75,79,79,48,77,80,75,83,73,75,79,73,72,30,47
"Jaden Hardy","6'3"" (191cm)","SG",0,0,0,3,2,3,0,0,0,0,0,0,5,"Dallas Mavericks",74,87,79,81,85,60,70,80,40,80,47,49,49,46,85,34,55,43,37,50,51,50,83,83,39,85,84,85,80,75,83,76,75,50,38,48
"Dwight Powell","6'10"" (208cm)","C",0,0,0,3,2,0,0,1,0,0,1,0,5,"Dallas Mavericks",73,92,69,78,65,30,45,70,75,65,77,79,79,83,90,74,45,46,73,68,74,65,71,58,80,67,90,95,83,55,60,44,64,50,69,54
"Caleb Martin","6'5"" (196cm)","PF",0,0,0,3,1,3,0,1,0,0,0,0,4,"Dallas Mavericks",73,72,71,76,63,65,40,84,25,70,55,54,54,48,75,68,75,53,58,74,72,70,68,74,58,74,85,90,80,62,69,59,69,41,52,51
"Moussa Cisse","6'11"" (211cm)","C",0,0,1,1,2,0,0,0,0,2,0,1,4,"Dallas Mavericks",72,67,44,25,42,50,25,67,80,80,57,47,50,40,75,75,44,36,95,78,40,60,59,57,68,79,80,90,82,40,40,40,40,26,94,68
"Miles Kelly","6'6"" (198cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Dallas Mavericks",68,69,74,77,83,50,40,70,40,70,47,51,47,48,79,44,60,40,32,67,66,60,69,73,47,75,85,75,80,65,64,62,54,47,41,46
"Nikola Jokic","6'11"" (211cm)","C",0,6,13,1,4,4,5,1,0,2,2,1,24,"Denver Nuggets",98,99,98,87,85,85,98,91,90,75,94,95,98,98,90,83,61,56,61,83,82,80,63,62,96,63,97,80,83,93,76,60,98,99,72,96
"Jamal Murray","6'4"" (193cm)","PG",0,0,6,10,2,5,9,1,0,0,0,0,18,"Denver Nuggets",89,95,90,90,89,80,90,93,30,82,38,46,74,75,84,35,77,41,45,74,70,70,80,80,54,80,95,85,78,84,89,79,85,75,31,57
"Aaron Gordon","6'8"" (203cm)","PF",0,0,3,5,4,1,1,0,0,3,0,1,12,"Denver Nuggets",84,73,77,87,85,75,75,88,85,94,58,60,74,85,95,80,84,43,45,84,82,80,71,84,72,92,95,95,84,65,62,66,60,33,50,65
"Tim Hardaway Jr.","6'5"" (196cm)","SG",0,0,0,2,4,3,2,1,0,0,0,0,6,"Denver Nuggets",81,97,96,86,88,85,85,86,35,78,36,53,38,70,71,45,70,35,32,63,58,40,68,75,55,78,85,83,83,75,78,68,84,33,30,46
"Jonas Valanciunas","6'11"" (211cm)","C",0,0,3,3,4,0,0,1,0,0,2,0,10,"Denver Nuggets",79,98,88,63,77,70,70,80,80,65,84,64,84,65,80,69,40,35,81,60,47,45,49,48,91,54,90,80,81,36,35,33,65,55,80,88
"Cameron Johnson","6'8"" (203cm)","SF",0,0,1,2,3,4,0,1,0,0,0,0,6,"Denver Nuggets",79,53,74,86,81,80,75,79,60,60,69,69,69,64,57,65,69,37,47,64,68,65,70,70,60,79,85,86,78,59,59,43,66,39,38,50
"Christian Braun","6'6"" (198cm)","SG",0,0,1,8,3,2,0,1,0,5,0,1,12,"Denver Nuggets",79,95,80,75,77,80,60,85,25,85,25,55,36,50,80,40,79,41,47,78,80,80,83,83,46,83,93,95,80,69,69,74,68,50,57,48
"Peyton Watson","6'7"" (201cm)","PF",0,0,2,1,2,0,1,0,0,2,0,1,5,"Denver Nuggets",79,76,90,79,75,75,75,74,60,65,44,42,40,40,95,78,78,49,71,80,78,80,77,80,55,82,88,75,80,60,70,76,62,33,46,61
"Bruce Brown","6'4"" (193cm)","PG",0,0,1,2,3,0,2,1,0,0,0,1,6,"Denver Nuggets",76,67,60,74,77,85,70,75,30,70,28,34,42,60,95,58,77,59,47,79,75,65,78,78,75,80,92,80,84,79,79,76,87,42,52,60
"Spencer Jones","6'7"" (201cm)","SG",0,0,0,0,2,1,0,0,0,0,0,0,2,"Denver Nuggets",76,90,72,84,64,70,70,74,40,65,40,40,45,59,88,57,64,63,56,64,57,50,67,64,50,68,80,95,80,54,68,60,57,30,58,44
"Julian Strawther","6'6"" (198cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",73,85,55,73,77,75,60,79,35,70,40,40,40,62,95,44,74,41,50,68,68,65,63,70,53,64,90,75,80,64,74,57,65,34,29,59
"DaRon Holmes II","6'10"" (208cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",73,77,76,75,70,65,65,68,75,75,68,67,68,50,80,76,63,59,73,72,62,55,75,69,60,64,88,80,80,49,60,59,50,41,41,58
"Jalen Pickett","6'2"" (188cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",73,92,72,81,76,80,65,75,25,60,55,58,58,50,81,47,62,37,51,62,65,45,72,72,59,67,88,70,79,72,75,72,74,66,41,56
"Zeke Nnaji","6'9"" (206cm)","C",0,0,2,1,0,0,0,0,0,1,1,1,3,"Denver Nuggets",73,71,76,70,62,55,45,77,80,70,69,67,67,69,77,72,54,59,87,57,42,50,77,77,70,82,80,89,83,33,37,52,42,29,45,63
"Hunter Tyson","6'8"" (203cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",70,72,76,73,70,70,50,70,60,75,49,49,49,50,70,58,62,33,60,58,54,40,68,68,52,77,88,75,80,65,68,60,65,32,49,65
"Tamar Bates","6'5"" (196cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",68,76,77,82,92,50,50,70,40,65,37,38,47,40,80,44,60,57,30,57,55,50,70,73,54,75,85,70,80,54,70,64,57,32,45,47
"Curtis Jones","6'4"" (193cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",68,76,77,79,84,50,50,76,35,70,30,38,26,50,76,25,60,52,32,57,60,50,76,80,49,75,85,81,80,69,70,74,67,40,32,52
"Cade Cunningham","6'6"" (198cm)","PG",0,0,13,4,2,4,9,0,0,0,1,1,19,"Detroit Pistons",94,95,79,80,84,90,98,94,40,75,60,64,64,95,98,63,75,63,61,75,76,75,83,83,62,80,94,95,80,92,86,83,95,91,41,65
"Jalen Duren","6'10"" (208cm)","C",0,0,5,4,2,0,0,1,0,1,2,1,11,"Detroit Pistons",87,98,83,35,72,80,85,85,80,95,85,62,80,44,70,88,62,46,71,89,88,85,73,68,81,84,89,85,80,59,59,59,50,38,92,94
"Ausar Thompson","6'6"" (198cm)","SF",0,0,7,5,1,0,1,0,0,8,1,1,13,"Detroit Pistons",82,90,68,70,55,40,30,84,60,91,45,46,45,43,80,84,89,83,68,89,88,90,94,90,50,98,95,95,80,70,78,88,70,52,67,63
"Tobias Harris","6'8"" (203cm)","PF",0,0,0,4,4,3,1,1,0,0,0,0,8,"Detroit Pistons",80,97,89,80,85,60,70,82,65,75,70,70,86,68,95,59,58,38,47,66,64,60,75,67,73,79,97,73,82,77,79,56,78,47,46,61
"Isaiah Stewart","6'8"" (203cm)","C",0,0,2,1,4,0,0,1,0,0,1,1,7,"Detroit Pistons",80,89,82,80,73,65,70,76,75,70,75,64,75,50,70,84,67,31,96,84,42,80,63,71,89,70,81,85,77,44,34,52,50,33,67,68
"Jaden Ivey","6'4"" (193cm)","SG",0,0,1,6,2,0,5,0,0,0,0,0,9,"Detroit Pistons",79,96,82,81,81,60,65,85,30,85,44,42,44,62,90,59,71,53,61,70,69,65,88,91,54,85,92,85,80,79,86,87,78,61,41,51
"Duncan Robinson","6'7"" (201cm)","SG",0,0,3,1,1,4,0,1,0,0,0,0,5,"Detroit Pistons",78,97,81,82,78,85,85,75,30,70,40,44,35,54,90,50,52,41,50,50,50,30,59,65,35,72,85,75,83,66,72,56,70,37,30,48
"Daniss Jenkins","6'3"" (191cm)","PG",0,0,0,5,4,4,1,0,0,2,0,0,9,"Detroit Pistons",78,85,76,84,80,70,70,84,30,60,36,36,28,65,70,32,69,90,30,69,75,65,75,75,45,70,85,80,80,80,79,74,82,73,45,44
"Caris LeVert","6'6"" (198cm)","SF",0,0,0,3,5,1,4,0,0,0,0,0,8,"Detroit Pistons",77,75,75,82,67,70,70,81,60,75,52,54,49,79,95,45,74,59,67,70,68,60,75,77,54,80,92,80,78,75,86,72,84,67,32,45
"Ron Holland","6'8"" (203cm)","PF",0,0,0,2,11,0,3,1,0,4,0,1,13,"Detroit Pistons",76,90,79,68,80,70,50,85,55,80,40,42,42,74,80,65,70,97,51,67,65,55,85,86,59,80,90,85,80,60,75,79,60,38,52,67
"Paul Reed","6'9"" (206cm)","C",0,0,0,1,7,0,0,0,0,1,2,1,8,"Detroit Pistons",75,92,85,76,63,60,40,69,80,75,70,70,70,64,75,69,43,89,89,66,58,40,49,52,84,65,80,80,80,48,52,41,44,56,95,81
"Marcus Sasser","6'2"" (188cm)","PG",0,0,0,3,4,2,3,0,0,0,0,0,7,"Detroit Pistons",75,95,72,85,84,75,60,78,25,50,32,37,37,47,75,35,70,66,37,67,67,65,75,83,47,69,85,85,80,74,80,75,74,71,33,42
"Javonte Green","6'5"" (196cm)","SF",0,0,0,0,1,0,0,0,0,0,0,0,1,"Detroit Pistons",74,82,70,78,78,60,50,79,25,85,52,52,52,60,95,74,77,83,57,74,80,75,72,74,46,85,80,75,82,60,72,69,68,31,47,53
"Isaac Jones","6'9"" (206cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Detroit Pistons",71,78,64,49,62,60,40,70,75,75,60,60,60,44,95,60,59,28,81,58,55,45,70,67,70,74,85,90,80,44,58,60,44,28,67,64
"Wendell Moore Jr.","6'5"" (196cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Detroit Pistons",70,77,72,76,81,70,50,71,50,80,44,47,44,32,72,56,72,59,51,70,72,60,70,74,58,83,85,90,80,57,67,68,54,43,58,63
"Bobi Klintman","6'9"" (206cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Detroit Pistons",69,68,70,74,80,60,50,69,65,75,49,50,50,47,80,57,64,62,57,60,62,55,75,68,55,72,90,75,80,68,70,68,68,43,41,51
"Chaz Lanier","6'4"" (193cm)","SG",0,0,0,0,1,1,0,0,0,0,0,0,1,"Detroit Pistons",68,78,80,79,76,50,50,78,25,60,37,48,44,40,80,40,52,52,28,51,44,45,85,79,48,88,92,80,80,62,72,79,57,33,52,41
"Tolu Smith","6'11"" (211cm)","C",0,0,0,0,0,0,0,0,0,0,0,0,0,"Detroit Pistons",67,70,49,37,60,50,45,63,70,70,70,68,70,40,80,60,34,40,62,65,55,40,52,44,80,65,80,65,80,45,34,48,42,36,70,70
"Stephen Curry","6'2"" (188cm)","PG",0,6,9,2,4,5,9,1,0,3,0,0,21,"Golden State Warriors",95,98,92,99,93,75,98,94,25,36,35,52,35,78,98,30,69,53,52,70,68,65,84,84,48,73,98,85,86,89,97,84,90,72,33,53
"Jimmy Butler","6'7"" (201cm)","PF",0,0,4,10,11,3,9,0,0,8,0,1,25,"Golden State Warriors",88,85,75,85,86,55,80,87,40,75,80,80,80,87,98,80,86,66,40,89,88,85,84,92,76,82,97,98,81,85,86,82,89,72,61,54
"Draymond Green","6'6"" (198cm)","C",0,0,11,1,4,0,5,1,0,9,0,1,16,"Golden State Warriors",79,87,84,78,66,30,25,70,55,65,50,51,51,30,80,93,88,67,67,95,84,95,73,84,85,66,85,90,88,80,78,69,84,73,40,79
"Brandin Podziemski","6'4"" (193cm)","PG",0,0,0,2,8,4,3,0,0,2,0,0,10,"Golden State Warriors",78,85,85,84,75,80,60,87,35,60,54,55,55,60,85,45,63,53,40,62,72,45,82,82,54,78,89,85,80,69,80,81,68,67,38,64
"Al Horford","6'9"" (206cm)","C",0,0,1,2,8,1,1,1,0,2,1,0,11,"Golden State Warriors",77,89,68,78,90,65,30,65,70,65,76,79,79,37,84,82,68,53,81,85,78,85,53,67,91,69,95,85,78,79,50,33,84,43,50,65
"Jonathan Kuminga","6'7"" (201cm)","PF",0,0,4,1,1,0,0,0,0,0,0,1,6,"Golden State Warriors",77,88,70,75,74,70,75,89,65,85,49,50,50,79,85,73,73,33,50,70,69,50,84,84,73,90,88,80,80,69,67,75,68,63,57,78
"Will Richard","6'5"" (196cm)","SG",0,0,0,4,1,1,2,1,0,1,0,0,5,"Golden State Warriors",76,89,79,83,81,70,65,79,30,75,42,44,44,40,70,50,72,76,32,70,79,65,78,78,56,74,80,90,80,60,67,70,67,36,55,48
"Buddy Hield","6'4"" (193cm)","SG",0,0,6,2,3,5,4,1,0,0,0,0,11,"Golden State Warriors",76,94,56,82,78,65,35,75,25,65,28,45,48,59,94,48,69,66,35,54,60,50,75,78,41,78,90,60,82,70,79,74,70,50,45,51
"Quinten Post","7'0"" (213cm)","C",0,0,1,2,6,1,1,1,0,0,2,0,9,"Golden State Warriors",76,97,80,77,82,80,70,69,75,65,67,62,65,52,80,62,33,43,66,60,45,50,47,33,70,40,80,70,80,59,43,32,60,44,56,71
"Pat Spencer","6'3"" (191cm)","PG",0,0,0,1,2,3,0,0,0,0,0,0,3,"Golden State Warriors",76,64,93,81,88,80,75,70,40,75,42,56,42,59,85,44,55,66,32,45,47,40,75,75,54,83,85,85,84,79,79,75,79,76,49,51
"Moses Moody","6'5"" (196cm)","SF",0,0,1,0,2,1,0,1,0,0,0,0,3,"Golden State Warriors",75,75,58,80,81,70,70,84,40,70,44,48,49,70,80,68,71,53,63,69,60,65,73,77,68,70,88,80,80,65,74,70,64,37,44,52
"Gary Payton II","6'2"" (188cm)","SF",0,0,0,1,7,0,0,0,0,7,0,0,8,"Golden State Warriors",75,66,75,68,71,50,45,85,35,75,30,42,42,37,89,79,83,66,66,76,91,80,81,83,48,85,85,80,83,60,70,81,67,70,68,69
"De’Anthony Melton","6'3"" (191cm)","SG",0,0,0,1,7,0,1,0,0,6,0,1,8,"Golden State Warriors",75,68,60,70,81,65,60,77,25,70,25,58,48,49,95,48,82,94,63,82,82,80,76,81,44,75,80,85,83,74,79,74,74,57,45,50
"Seth Curry","6'1"" (185cm)","PG",0,0,1,2,4,4,2,1,0,0,0,0,7,"Golden State Warriors",74,70,95,89,80,70,70,85,25,36,27,35,30,35,69,25,57,40,42,54,55,35,78,78,41,68,89,80,80,75,78,77,75,37,37,48
"Trayce Jackson-Davis","6'9"" (206cm)","C",0,0,3,1,1,0,0,0,0,1,2,1,5,"Golden State Warriors",73,68,70,44,61,60,25,78,80,85,60,60,60,40,75,63,58,41,83,57,55,50,79,74,63,88,85,85,80,62,66,69,64,43,85,73
"Gui Santos","6'6"" (198cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Golden State Warriors",72,97,69,76,68,70,50,72,50,65,52,53,57,45,69,66,69,49,52,70,57,50,73,72,50,74,80,60,86,57,62,69,55,41,67,66
"Malevy Leons","6'9"" (206cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Golden State Warriors",68,69,68,74,79,40,40,60,65,65,59,59,59,40,80,72,72,67,73,70,65,60,52,75,55,60,85,85,82,57,47,47,52,32,68,70
"LJ Cryer","6'0"" (183cm)","PG",0,0,0,0,1,1,0,0,0,0,0,0,1,"Golden State Warriors",68,80,79,81,85,50,50,68,25,30,25,32,25,44,81,25,57,37,35,57,57,45,84,82,32,70,80,78,83,77,79,84,77,65,35,49
"Luka Doncic","6'6"" (198cm)","PG",0,3,14,1,6,4,9,1,0,0,2,0,24,"Los Angeles Lakers",97,98,88,86,81,98,98,96,65,75,85,85,87,98,98,58,59,59,55,60,57,45,84,77,72,79,90,98,85,95,95,83,95,95,38,82
"Kawhi Leonard","6'7"" (201cm)","SF",0,0,3,10,8,3,3,0,0,9,0,1,21,"Los Angeles Clippers",94,98,96,81,96,90,95,90,55,80,65,88,84,80,98,81,89,96,58,91,90,90,84,89,79,79,85,85,82,79,86,83,82,68,42,69
"Kevin Durant","6'11"" (211cm)","SF",0,2,9,2,6,4,7,1,0,1,0,1,19,"Houston Rockets",93,98,98,90,89,70,98,96,60,85,74,86,86,97,98,70,77,37,66,75,75,75,80,78,63,77,94,90,88,78,92,80,88,68,30,62
"Tyrese Haliburton","6'5"" (196cm)","PG",0,1,11,5,0,5,9,0,0,0,0,0,17,"Indiana Pacers",93,98,91,84,86,95,80,94,40,65,42,49,40,62,95,60,77,63,56,78,75,75,83,84,59,70,95,95,80,96,90,83,96,95,35,49
"LeBron James","6'9"" (206cm)","SF",0,1,12,4,9,4,8,0,0,2,0,1,26,"Los Angeles Lakers",92,98,89,75,69,70,85,97,80,85,82,88,84,80,98,74,74,42,56,70,70,60,87,84,89,89,88,70,97,90,84,85,97,81,35,65
"James Harden","6'5"" (196cm)","PG",0,0,12,4,0,4,9,0,0,0,0,0,16,"Los Angeles Clippers",90,87,88,83,89,80,95,94,35,75,60,74,69,94,90,62,70,49,45,63,82,65,85,85,71,87,98,60,95,82,95,85,94,83,34,61
"Alperen Sengun","6'11"" (211cm)","C",0,0,5,4,6,1,3,1,0,0,2,0,15,"Houston Rockets",89,97,79,76,73,98,98,82,70,80,87,87,89,79,95,72,63,63,66,69,85,65,52,64,86,69,88,90,80,79,62,48,84,74,69,75
"Pascal Siakam","6'8"" (203cm)","PF",0,0,3,6,14,1,4,0,0,6,1,1,23,"Indiana Pacers",88,97,72,81,68,90,90,88,80,80,89,89,89,78,90,85,79,53,50,86,82,80,76,78,70,79,95,80,82,72,79,69,79,70,50,67
"Austin Reaves","6'5"" (196cm)","SG",0,0,7,7,2,4,8,1,0,0,0,0,16,"Los Angeles Lakers",88,98,70,83,87,85,95,94,25,70,31,32,32,89,85,35,66,42,37,64,60,55,83,80,44,81,94,80,80,85,86,78,85,74,37,63
"Amen Thompson","6'7"" (201cm)","SG",0,0,10,4,6,0,4,0,0,10,1,1,20,"Houston Rockets",87,86,71,65,80,75,60,83,60,96,44,48,44,44,95,78,93,67,53,92,90,95,95,93,59,99,95,85,80,80,86,90,80,70,67,61
"Ja Morant","6'2"" (188cm)","PG",0,1,12,3,2,2,9,0,0,1,0,1,18,"Memphis Grizzlies",87,82,70,72,90,70,85,89,25,96,54,54,54,90,98,49,72,49,40,79,78,75,95,95,52,97,97,75,80,87,93,95,85,89,32,51
"Jaren Jackson Jr.","6'10"" (208cm)","PF",0,0,8,9,4,1,1,1,0,7,0,1,21,"Memphis Grizzlies",86,98,66,79,75,75,75,82,85,80,85,85,85,70,80,93,80,42,82,95,71,95,63,80,82,75,90,80,94,45,60,33,50,40,40,66
"Ivica Zubac","7'0"" (213cm)","C",0,0,9,5,3,0,0,1,0,5,2,1,17,"Los Angeles Clippers",85,97,76,26,71,65,75,83,85,80,97,78,91,55,80,92,63,33,68,90,67,95,43,63,90,75,80,85,80,70,35,30,47,49,84,89
"Andrew Nembhard","6'4"" (193cm)","PG",0,0,4,9,1,4,2,0,0,6,0,0,14,"Indiana Pacers",82,92,76,82,82,85,60,80,39,60,44,52,47,41,75,68,88,42,32,85,84,85,76,88,46,71,85,69,80,80,79,74,80,79,31,43
"Zach Edey","7'4"" (224cm)","C",0,0,2,4,3,0,0,1,0,1,2,0,9,"Memphis Grizzlies",82,98,78,76,78,80,70,60,80,70,82,65,82,50,95,79,37,38,94,79,67,75,46,31,84,66,79,85,80,58,39,30,63,32,92,91
"Tari Eason","6'8"" (203cm)","SF",0,0,3,9,5,1,1,1,0,9,1,1,17,"Houston Rockets",81,81,68,88,77,60,50,82,35,80,54,52,51,44,80,78,85,73,63,84,85,80,80,85,70,80,85,85,80,50,70,72,47,36,65,72
"Jabari Smith Jr.","6'10"" (208cm)","PF",0,0,0,3,9,2,1,0,0,1,2,1,12,"Houston Rockets",81,95,74,81,80,70,80,75,75,85,74,75,75,54,85,70,69,37,61,67,67,55,76,76,60,75,89,85,80,65,75,69,66,34,50,69
"Bennedict Mathurin","6'5"" (196cm)","SF",0,0,1,5,2,3,0,1,0,0,0,0,8,"Indiana Pacers",81,81,82,82,88,50,85,78,35,80,55,58,55,67,90,42,69,37,37,65,62,50,84,84,54,82,92,85,80,75,79,81,82,41,37,66
"Deandre Ayton","7'0"" (213cm)","C",0,0,0,6,4,0,0,1,0,0,2,0,10,"Los Angeles Lakers",81,98,92,63,60,70,60,79,90,75,82,78,82,41,82,76,49,42,72,75,64,70,75,65,85,82,75,50,81,53,61,55,70,29,73,82
"Cedric Coward","6'5"" (196cm)","SF",0,0,0,4,3,1,1,1,0,0,0,1,7,"Memphis Grizzlies",81,97,80,76,85,80,75,84,50,80,30,48,32,45,80,58,73,37,51,71,68,55,88,84,57,83,95,85,80,68,73,79,68,63,57,75
"Reed Sheppard","6'2"" (188cm)","PG",0,0,0,4,3,3,3,0,0,0,0,0,7,"Houston Rockets",80,90,82,85,78,70,75,79,25,70,44,45,40,62,90,54,78,93,62,70,77,70,90,89,56,87,93,95,80,79,79,84,79,67,32,51
"Fred VanVleet","6'0"" (183cm)","PG",0,0,1,2,7,2,6,0,0,1,0,0,10,"Houston Rockets",80,75,82,78,81,80,60,70,25,35,30,32,28,55,98,27,80,66,51,79,74,80,83,80,42,75,95,94,82,84,86,83,85,70,33,49
"Aaron Nesmith","6'6"" (198cm)","SG",0,0,1,3,3,2,1,1,0,1,0,1,7,"Indiana Pacers",80,69,67,83,81,85,85,77,35,55,53,57,57,78,85,72,76,40,58,76,57,75,78,76,52,79,87,85,81,69,70,64,65,40,48,56
"T.J. McConnell","6'1"" (185cm)","PG",0,0,0,3,6,1,4,0,0,3,0,1,9,"Indiana Pacers",80,97,98,75,74,80,60,76,25,25,44,58,38,40,79,49,82,93,51,70,87,80,76,82,44,65,85,92,83,88,79,73,86,96,36,61
"Obi Toppin","6'9"" (206cm)","PF",0,0,4,6,3,2,3,1,0,1,1,1,13,"Indiana Pacers",80,98,53,80,79,70,60,88,85,90,67,67,69,60,90,66,48,42,56,62,47,40,70,69,74,90,88,70,88,55,60,56,59,44,45,72
"Rui Hachimura","6'8"" (203cm)","PF",0,0,0,5,6,1,3,1,0,1,0,1,11,"Los Angeles Lakers",80,90,93,86,75,75,75,79,80,80,74,70,72,50,85,60,54,35,40,59,50,35,72,74,79,80,90,85,80,51,72,67,54,28,39,51
"Santi Aldama","7'0"" (213cm)","PF",0,0,0,1,3,1,1,1,0,0,0,0,4,"Memphis Grizzlies",80,92,86,77,68,80,75,79,70,65,72,71,72,50,95,67,66,46,62,74,68,65,59,60,70,59,80,80,79,70,68,54,70,63,54,75
